R' U' R U' R' U2 R U R U2 R' U' R U' R'  (15f*) 
U' R U' R' U2 R' U' R' U2 R2 U' R U' R2 U2 R2 U' R U' R U2 R2 U  (23f) 
U2 R U2 R2 U' R2 U' R' U' R2 U' R U R2 U2 R2 U' R U' R U2 R2 U  (23f) 
U2 R U R2 U2 R' U' R' U R U' R' U' R' U2 R2 U2 R U' R U2 R2 U  (23f) 
U' R2 U' R U R U' R U' R' U R' U' R' U' R2 U R U' R U2 R2 U  (23f) 
U2 R U R U R' U R' U' R' U' R U' R' U2 R U R U' R U2 R2 U  (23f) 
U2 R' U R U R' U R' U' R' U R U' R' U2 R U R U' R U2 R2 U  (23f) 
U2 R2 U' R' U R2 U R' U' R U' R' U R U' R' U' R' U2 R U2 R2 U  (23f) 
U2 R U R2 U R2 U2 R2 U' R' U' R' U R2 U2 R' U' R' U2 R U2 R2 U  (23f) 
U2 R' U' R2 U' R' U' R2 U' R2 U R U' R2 U2 R2 U' R' U2 R U2 R2 U  (23f) 
U R' U R' U2 R2 U2 R U R U R' U2 R U' R' U2 R' U2 R U2 R2 U  (23f) 
U' R' U' R' U2 R' U R2 U' R2 U R U R2 U R' U2 R' U2 R U2 R2 U  (23f) 
U2 R U' R' U2 R2 U R' U' R' U' R2 U2 R2 U R2 U R' U2 R U2 R2 U  (23f) 
U' R' U R U2 R' U' R' U' R U' R' U R' U R U R' U2 R U2 R2 U  (23f) 
U R2 U' R' U2 R' U' R2 U' R2 U' R' U2 R' U' R2 U' R2 U2 R U2 R2 U  (23f) 
U R U R' U2 R U' R' U2 R' U R2 U2 R2 U' R U2 R2 U2 R U2 R2 U  (23f) 
U' R U R' U2 R' U R U' R U R' U2 R' U R U R2 U2 R U2 R2 U  (23f) 
U' R2 U R U2 R U2 R U R' U R' U' R2 U2 R' U' R U2 R U2 R2 U  (23f) 
U2 R U' R2 U2 R2 U' R U R2 U' R2 U' R' U' R2 U' R U2 R U2 R2 U  (23f) 
U' R' U2 R U2 R2 U' R U R' U2 R U' R' U R' U2 R U2 R U2 R2 U  (23f) 
U' R2 U R' U' R2 U2 R' U' R U' R U R2 U R2 U R U2 R U2 R2 U  (23f) 
U R2 U2 R U2 R U R2 U R U2 R U2 R U R2 U R U2 R U2 R2 U  (23f) 
U' R U R U2 R U' R2 U' R' U' R' U R2 U2 R' U' R' U R U2 R2 U  (23f) 
U' R' U R' U2 R2 U2 R' U R' U2 R2 U' R' U' R2 U' R' U R U2 R2 U  (23f) 
U2 R' U' R2 U' R' U' R U' R U2 R2 U R' U' R U' R' U R U2 R2 U  (23f) 
U2 R2 U R' U' R2 U' R2 U2 R' U' R' U' R2 U2 R2 U R' U R U2 R2 U  (23f) 
U R2 U R2 U R U' R2 U R' U' R' U' R2 U2 R2 U R' U R U2 R2 U  (23f) 
U2 R2 U2 R2 U' R2 U2 R2 U R' U R U' R2 U' R' U' R U R U2 R2 U  (23f) 
U' R2 U2 R U R U' R2 U' R U R' U R U' R2 U' R U R U2 R2 U  (23f) 
U' R U' R' U' R2 U2 R U' R' U' R' U2 R' U R2 U R U R U2 R2 U  (23f) 
U R2 U' R U R U R' U' R U R U R U' R' U' R' U' R' U R2 U  (23f) 
U' R2 U' R U R U R U R' U' R' U' R' U R U' R' U' R' U R2 U  (23f) 
U' R2 U R' U' R' U' R U R U R U R U R U' R' U' R' U R2 U  (23f) 
U' R U' R' U2 R2 U2 R2 U2 R' U R2 U R U R' U2 R' U' R' U R2 U  (23f) 
U' R U' R U2 R2 U2 R2 U2 R U R2 U R U R' U2 R' U' R' U R2 U  (23f) 
U2 R2 U' R2 U' R' U2 R U R U2 R' U' R U' R' U R' U' R' U R2 U  (23f) 
U R2 U2 R' U R' U' R2 U R U R U' R U R' U R' U' R' U R2 U  (23f) 
U2 R' U' R' U2 R U R U' R U2 R U R U R' U R' U' R' U R2 U  (23f) 
U' R U' R U2 R2 U R U' R' U' R2 U' R' U2 R2 U R' U' R' U R2 U  (23f) 
U R2 U' R U2 R2 U' R' U' R U2 R2 U2 R' U R2 U R' U' R' U R2 U  (23f) 
U R2 U' R U R2 U R U R U2 R' U' R' U' R U R' U' R' U R2 U  (23f) 
U R2 U' R U2 R' U' R' U2 R U R U R2 U2 R U R' U' R' U R2 U  (23f) 
U R' U' R U' R' U2 R' U' R U' R U R' U R U R' U' R' U R2 U  (23f) 
U R2 U R' U' R' U R U R U R' U R U R U R' U' R' U R2 U  (23f) 
U' R2 U' R U R U' R' U R U R U2 R' U' R' U' R2 U' R' U R2 U  (23f) 
U' R2 U2 R U2 R U R2 U R2 U R U' R U' R' U2 R2 U' R' U R2 U  (23f) 
U' R2 U' R2 U R' U R2 U R' U R U' R' U R' U2 R2 U' R' U R2 U  (23f) 
U' R2 U R' U' R2 U2 R2 U' R' U' R U' R' U' R2 U2 R2 U' R' U R2 U  (23f) 
U R' U R U' R U2 R' U R U R' U2 R U' R' U R2 U' R' U R2 U  (23f) 
U2 R U' R' U' R U' R U R U' R2 U R' U R U R2 U' R' U R2 U  (23f) 
U2 R' U' R' U' R U' R U R U R2 U R' U R U R2 U' R' U R2 U  (23f) 
U' R' U2 R U R' U2 R2 U' R U2 R' U' R2 U' R' U' R U' R' U R2 U  (23f) 
U2 R2 U2 R U R U R' U R' U' R' U' R U R U' R U' R' U R2 U  (23f) 
U2 R2 U2 R' U R U R' U R' U' R' U R U R U' R U' R' U R2 U  (23f) 
U' R' U2 R2 U2 R U2 R U R U R' U R2 U' R2 U2 R U' R' U R2 U  (23f) 
U2 R' U2 R' U' R U2 R2 U R U2 R2 U R' U' R2 U R U' R' U R2 U  (23f) 
U R U' R' U R2 U' R U R U R2 U2 R' U R U R U' R' U R2 U  (23f) 
U R' U R' U R U R' U' R U R U' R2 U R2 U' R' U2 R' U R2 U  (23f) 
U' R2 U' R' U2 R2 U' R2 U' R2 U' R2 U R U' R' U R' U2 R' U R2 U  (23f) 
U2 R2 U R' U' R' U R U' R U2 R2 U2 R' U' R' U' R2 U2 R' U R2 U  (23f) 
U2 R U R' U' R' U R U R U' R U R' U R' U' R2 U2 R' U R2 U  (23f) 
U R' U R' U' R U' R' U' R' U R U R' U' R2 U' R2 U2 R' U R2 U  (23f) 
U R U R2 U2 R2 U' R U' R' U R U R' U2 R2 U' R2 U2 R' U R2 U  (23f) 
U' R2 U' R' U2 R2 U2 R' U' R' U R U2 R U2 R' U2 R2 U2 R' U R2 U  (23f) 
U' R2 U' R U R U' R2 U' R U2 R2 U2 R' U R U R2 U2 R' U R2 U  (23f) 
U' R2 U' R U R U' R' U2 R2 U' R' U' R' U2 R U R U2 R' U R2 U  (23f) 
U2 R U2 R U R2 U' R' U R' U' R U2 R U' R2 U' R' U R' U R2 U  (23f) 
U2 R2 U2 R U R' U' R' U' R2 U R U' R U2 R U' R' U R' U R2 U  (23f) 
U2 R2 U2 R2 U R2 U' R U' R' U R' U R U2 R U R2 U R' U R2 U  (23f) 
U' R U2 R U' R' U R2 U' R U' R U2 R2 U R2 U' R U R' U R2 U  (23f) 
U2 R2 U2 R U' R2 U' R U2 R' U R2 U R2 U R U' R U R' U R2 U  (23f) 
U2 R U R2 U2 R U R' U R' U' R U' R' U' R' U R U R' U R2 U  (23f) 
U2 R' U R' U' R' U' R U' R' U R' U' R2 U' R U' R' U' R2 U R2 U  (23f) 
U R2 U' R' U R U R' U' R U' R2 U2 R2 U2 R' U2 R' U' R2 U R2 U  (23f) 
U R U R U R' U' R' U' R U' R' U R2 U R' U2 R' U' R2 U R2 U  (23f) 
U2 R2 U' R U R U' R' U2 R2 U2 R U' R U R' U2 R' U' R2 U R2 U  (23f) 
U R2 U R2 U2 R U R' U' R U R U R2 U2 R U2 R' U' R2 U R2 U  (23f) 
U2 R U R' U R U2 R U' R2 U' R U R' U R U2 R' U' R2 U R2 U  (23f) 
U' R U' R' U R' U' R U2 R U' R2 U R U R' U R' U' R2 U R2 U  (23f) 
U2 R' U' R' U R U2 R' U' R U2 R2 U R U2 R2 U R' U' R2 U R2 U  (23f) 
U R U2 R' U' R U2 R2 U2 R U2 R2 U R' U' R2 U' R2 U' R2 U R2 U  (23f) 
U' R2 U2 R U' R2 U R2 U2 R' U R U' R2 U R' U' R U' R2 U R2 U  (23f) 
U R2 U' R U R2 U2 R U' R U R' U' R U' R2 U' R U' R2 U R2 U  (23f) 
U2 R2 U2 R U' R' U R U' R U R2 U R2 U R' U2 R U' R2 U R2 U  (23f) 
U R' U' R2 U' R' U R2 U' R2 U R2 U' R2 U2 R' U' R2 U2 R2 U R2 U  (23f) 
U R' U' R' U' R2 U2 R U2 R U R' U' R U2 R U' R2 U2 R2 U R2 U  (23f) 
U2 R U' R2 U2 R' U R U' R U R' U R2 U R U' R2 U2 R2 U R2 U  (23f) 
U R U2 R' U' R U2 R2 U2 R U R2 U R2 U R U' R2 U2 R2 U R2 U  (23f) 
U' R' U R U' R U' R2 U2 R U' R2 U' R' U' R U' R U2 R2 U R2 U  (23f) 
U' R2 U' R' U R U' R' U R' U2 R2 U2 R U2 R2 U2 R U2 R2 U R2 U  (23f) 
U R U' R U2 R' U2 R' U2 R' U R U2 R U' R U2 R U2 R2 U R2 U  (23f) 
U R2 U R2 U' R' U2 R U2 R2 U R U R U' R' U R U2 R2 U R2 U  (23f) 
U R2 U2 R' U R U R2 U R' U2 R U2 R' U' R' U2 R' U R2 U R2 U  (23f) 
U' R' U' R' U2 R' U2 R' U' R2 U2 R2 U R' U R2 U2 R2 U R2 U R2 U  (23f) 
U' R' U2 R U' R2 U' R2 U2 R' U R' U' R2 U2 R' U' R U R2 U R2 U  (23f) 
U R2 U2 R U R' U R2 U2 R2 U' R' U' R' U R2 U' R U R2 U R2 U  (23f) 
U2 R' U2 R' U' R' U R' U2 R' U' R U' R' U R' U' R' U' R U R2 U  (23f) 
U R U' R' U R' U2 R U' R' U' R' U R' U' R U' R' U' R U R2 U  (23f) 
U' R' U' R2 U2 R2 U R' U' R U2 R2 U R2 U2 R U' R' U' R U R2 U  (23f) 
U' R2 U' R2 U R U2 R U2 R2 U2 R2 U R' U R U' R' U' R U R2 U  (23f) 
U R2 U' R2 U2 R' U2 R2 U2 R' U2 R2 U2 R U' R U R' U' R U R2 U  (23f) 
U' R2 U2 R2 U' R2 U2 R' U2 R U2 R2 U2 R U' R U R' U' R U R2 U  (23f) 
U R2 U' R U2 R2 U2 R U2 R' U2 R' U' R U R U2 R2 U2 R U R2 U  (23f) 
U2 R U2 R2 U2 R U' R' U2 R' U R' U' R U' R' U R2 U2 R U R2 U  (23f) 
U R2 U' R U2 R U' R U R' U' R2 U R2 U R2 U R2 U2 R U R2 U  (23f) 
U' R U2 R2 U2 R' U2 R2 U R U2 R' U R U R2 U2 R U2 R U R2 U  (23f) 
U' R' U2 R U R' U2 R' U2 R' U' R' U R' U R U2 R U2 R U R2 U  (23f) 
U' R2 U2 R U2 R U' R' U2 R2 U' R' U R' U R U2 R U2 R U R2 U  (23f) 
U' R2 U2 R' U2 R2 U R2 U R U2 R U R2 U R2 U R U2 R U R2 U  (23f) 
U' R' U2 R U R' U2 R2 U' R' U R' U R U R2 U R U2 R U R2 U  (23f) 
U R U R' U' R' U' R U R U' R' U2 R2 U' R' U' R2 U R U R2 U  (23f) 
U' R U2 R2 U2 R' U R' U' R2 U R U' R U' R' U' R2 U R U R2 U  (23f) 
U R' U' R' U2 R' U' R U2 R U2 R' U R U R' U' R U R U R2 U  (23f) 
U2 R U R U2 R' U' R' U R' U2 R U' R' U' R U' R U R U R2 U  (23f) 
U' R2 U2 R2 U R U' R2 U2 R2 U R' U2 R' U' R U' R U R U R2 U  (23f) 
U2 R2 U2 R' U R U' R U R' U2 R' U R' U' R2 U R U R U R2 U  (23f) 
U' R' U R U' R2 U R' U' R' U R U' R' U2 R2 U R U R U R2 U  (23f) 
U' R2 U2 R U R U R2 U R' U2 R' U' R' U' R U2 R2 U' R' U' R U  (23f) 
U2 R U R U' R' U R U R' U R' U' R' U' R2 U' R U' R' U' R U  (23f) 
U2 R U R U' R U R U R' U R' U' R' U R2 U' R U' R' U' R U  (23f) 
U' R' U' R' U' R U' R U R U' R' U R U R U' R U' R' U' R U  (23f) 
U' R U' R' U' R U' R U R U R' U R U R U' R U' R' U' R U  (23f) 
U' R U' R2 U' R' U2 R U' R' U' R' U R' U2 R' U2 R U' R' U' R U  (23f) 
U' R U R U2 R2 U R U2 R U' R2 U' R U R2 U2 R U' R' U' R U  (23f) 
U R U R U R' U' R U R U' R U' R' U' R' U R U' R' U' R U  (23f) 
U R U R U R' U R U R U' R U' R' U' R U R U' R' U' R U  (23f) 
U' R2 U2 R U' R U' R2 U2 R2 U' R U' R2 U2 R' U' R' U2 R' U' R U  (23f) 
U' R U R' U R' U' R2 U' R' U2 R U R' U R U2 R' U2 R' U' R U  (23f) 
U2 R2 U2 R' U2 R U R' U2 R2 U2 R' U' R2 U R2 U R' U2 R' U' R U  (23f) 
U2 R2 U R' U R2 U2 R U' R' U R' U' R U R2 U R' U2 R' U' R U  (23f) 
U' R' U' R' U2 R' U R2 U2 R2 U2 R U' R' U' R2 U' R2 U2 R' U' R U  (23f) 
U' R2 U R' U' R' U2 R' U R U R2 U R' U2 R2 U2 R2 U2 R' U' R U  (23f) 
U' R' U' R' U2 R' U2 R2 U' R' U' R U2 R2 U2 R2 U2 R2 U2 R' U' R U  (23f) 
U2 R U' R U R U R' U2 R U R2 U R' U' R' U' R U2 R' U' R U  (23f) 
U R' U2 R' U' R2 U' R' U R' U R U' R U R' U2 R U2 R' U' R U  (23f) 
U R2 U2 R' U2 R U' R' U' R U' R U R' U R U R U2 R' U' R U  (23f) 
U R' U' R U R U R' U R U' R U R U' R' U' R' U R' U' R U  (23f) 
U' R2 U R2 U' R' U R' U R U R2 U' R U2 R U' R' U R' U' R U  (23f) 
U R2 U R U' R' U' R U' R' U R' U' R' U' R U2 R' U R' U' R U  (23f) 
U' R2 U' R U R2 U' R U R' U2 R U' R' U' R U2 R' U R' U' R U  (23f) 
U R2 U' R2 U2 R' U R' U R U R2 U R' U2 R2 U R' U R' U' R U  (23f) 
U R2 U' R' U' R' U' R2 U2 R U R' U' R U R U' R2 U R' U' R U  (23f) 
U R2 U R' U' R U R U R' U2 R2 U R U R U' R2 U R' U' R U  (23f) 
U2 R' U' R' U2 R' U' R' U R U' R U2 R2 U2 R' U' R' U' R2 U' R U  (23f) 
U R U R2 U' R' U' R' U R U' R' U' R2 U2 R U' R' U' R2 U' R U  (23f) 
U2 R2 U2 R U' R' U R' U2 R' U2 R U' R' U' R2 U2 R' U' R2 U' R U  (23f) 
U' R U' R' U' R U2 R' U2 R' U R' U' R' U' R U2 R' U' R2 U' R U  (23f) 
U R U' R2 U2 R U R U2 R U' R' U R' U2 R2 U2 R2 U' R2 U' R U  (23f) 
U R U' R2 U' R2 U2 R2 U2 R' U R' U' R U2 R U R U2 R2 U' R U  (23f) 
U2 R' U R2 U' R U2 R' U2 R2 U R2 U R U' R U' R2 U R2 U' R U  (23f) 
U' R2 U' R U2 R U R2 U' R2 U R' U' R' U R U' R' U' R U' R U  (23f) 
U2 R' U R' U R2 U' R U' R U R2 U R2 U2 R' U2 R U' R U' R U  (23f) 
U R2 U R2 U2 R U2 R U' R U2 R U R' U2 R' U2 R' U2 R U' R U  (23f) 
U2 R2 U2 R2 U2 R U' R' U2 R2 U2 R U' R U2 R2 U2 R' U2 R U' R U  (23f) 
U2 R U' R U' R' U' R U2 R' U R2 U R' U R U R' U2 R U' R U  (23f) 
U2 R U2 R2 U R U R2 U' R2 U R' U' R U R U R' U2 R U' R U  (23f) 
U2 R U2 R' U' R' U R2 U2 R' U R2 U2 R U R U' R2 U2 R U' R U  (23f) 
U' R2 U2 R' U2 R U2 R U R' U2 R U' R' U' R' U2 R2 U2 R U' R U  (23f) 
U' R2 U R' U' R' U2 R' U R U R2 U R U2 R2 U2 R2 U2 R U' R U  (23f) 
U R2 U2 R' U' R U R2 U R U R2 U2 R U' R U2 R2 U2 R U' R U  (23f) 
U2 R2 U2 R U2 R U R U2 R U' R2 U' R2 U R U2 R2 U2 R U' R U  (23f) 
U' R' U' R U R2 U R U R2 U2 R U2 R2 U R U2 R2 U2 R U' R U  (23f) 
U' R2 U R' U' R' U R2 U2 R' U' R2 U' R' U' R U R2 U2 R U' R U  (23f) 
U2 R' U' R U R' U R U' R' U R' U2 R' U R2 U' R U2 R U' R U  (23f) 
U' R' U' R' U2 R2 U' R U2 R2 U2 R' U R U R U' R U2 R U' R U  (23f) 
U' R' U' R' U2 R' U R2 U' R2 U R U R U2 R' U2 R U2 R U' R U  (23f) 
U R U2 R' U R' U' R U R' U' R' U' R2 U2 R' U R U2 R U' R U  (23f) 
U' R' U' R U R U2 R2 U2 R U R2 U2 R U' R U R U2 R U' R U  (23f) 
U R' U' R U' R2 U' R U R2 U R' U R' U2 R2 U R' U R U' R U  (23f) 
U R' U' R' U' R2 U' R' U R2 U R U R' U2 R2 U R' U R U' R U  (23f) 
U' R' U' R' U2 R' U R' U R U R U' R2 U2 R2 U R' U R U' R U  (23f) 
U R2 U2 R U' R' U2 R2 U2 R' U2 R U2 R2 U R U R' U R U' R U  (23f) 
U' R2 U' R U2 R2 U R2 U R U' R' U' R U R U R' U R U' R U  (23f) 
U2 R' U R2 U2 R2 U R' U R U' R' U' R2 U' R2 U2 R' U' R' U2 R U  (23f) 
U2 R2 U2 R U R2 U2 R U' R U2 R U2 R' U R2 U2 R' U' R' U2 R U  (23f) 
U2 R U R' U R' U' R U' R' U2 R U R U' R2 U' R U' R' U2 R U  (23f) 
U R2 U R2 U' R2 U' R2 U' R' U R2 U2 R U2 R2 U2 R U' R' U2 R U  (23f) 
U R2 U R2 U2 R2 U' R U R2 U R2 U R U2 R2 U2 R U' R' U2 R U  (23f) 
U R2 U' R U R' U R U R2 U R U2 R' U R2 U2 R U' R' U2 R U  (23f) 
U R2 U' R' U2 R' U' R2 U' R' U' R U' R U R2 U2 R U' R' U2 R U  (23f) 
U2 R' U' R' U' R U R' U' R' U' R2 U R U' R U2 R U' R' U2 R U  (23f) 
U R2 U' R' U2 R' U2 R' U' R U' R U R U2 R U2 R U' R' U2 R U  (23f) 
U2 R' U2 R2 U2 R2 U2 R' U' R U R' U' R' U2 R' U R U' R' U2 R U  (23f) 
U2 R U2 R2 U2 R2 U2 R U' R U R' U' R' U2 R' U R U' R' U2 R U  (23f) 
U2 R' U2 R' U' R' U' R U R' U' R2 U2 R2 U R' U R U' R' U2 R U  (23f) 
U' R' U' R U' R U R2 U R U2 R' U' R U R U' R' U2 R' U2 R U  (23f) 
U R' U2 R2 U' R' U' R' U R' U R U R' U2 R' U2 R' U2 R' U2 R U  (23f) 
U' R U R' U R' U' R' U R2 U2 R' U' R U2 R' U2 R' U2 R' U2 R U  (23f) 
U R' U2 R2 U R' U' R' U R' U R U R U2 R' U2 R' U2 R' U2 R U  (23f) 
U R2 U2 R' U2 R' U2 R U' R U R' U2 R U' R' U R2 U2 R' U2 R U  (23f) 
U R U R' U' R' U R' U2 R2 U2 R2 U' R U' R2 U2 R U2 R' U2 R U  (23f) 
U2 R' U' R U2 R U R2 U R' U' R2 U R2 U' R U' R' U R' U2 R U  (23f) 
U2 R U2 R' U2 R' U R U2 R U' R2 U R U' R U' R' U R' U2 R U  (23f) 
U R U' R U2 R U R' U2 R2 U' R' U' R' U R U' R' U R' U2 R U  (23f) 
U R2 U' R2 U' R' U R U2 R2 U R U' R U2 R2 U R2 U R' U2 R U  (23f) 
U2 R U R U' R2 U2 R2 U R U' R2 U R2 U2 R2 U' R U' R2 U2 R U  (23f) 
U R' U2 R2 U R' U' R' U2 R2 U R2 U' R2 U' R' U R U' R2 U2 R U  (23f) 
U' R' U2 R U2 R U2 R U2 R' U' R' U' R U' R U R U' R2 U2 R U  (23f) 
U' R' U2 R2 U R' U' R U R2 U R2 U' R2 U2 R U R U' R2 U2 R U  (23f) 
U R2 U' R U R' U2 R2 U R2 U' R U' R' U' R' U2 R' U2 R2 U2 R U  (23f) 
U' R U2 R U' R' U' R U2 R U R U' R2 U2 R' U2 R' U2 R2 U2 R U  (23f) 
U' R2 U R U2 R U2 R2 U R U R' U2 R U R2 U2 R' U2 R2 U2 R U  (23f) 
U' R2 U R U R2 U' R' U' R U' R U R2 U' R' U R' U2 R2 U2 R U  (23f) 
U' R2 U2 R2 U' R' U2 R' U' R' U R' U2 R2 U2 R' U R' U2 R2 U2 R U  (23f) 
U' R' U' R2 U2 R U2 R' U2 R' U' R U2 R U R' U R' U2 R2 U2 R U  (23f) 
U2 R' U' R U' R U' R' U R' U2 R U2 R' U' R U2 R U R2 U2 R U  (23f) 
U2 R' U' R' U' R2 U R2 U' R U' R' U R' U R U2 R U R2 U2 R U  (23f) 
U' R' U2 R U2 R U2 R U2 R U' R' U' R U' R U R U R2 U2 R U  (23f) 
U' R U2 R U' R' U' R2 U R U' R U' R U R2 U' R' U' R U2 R U  (23f) 
U' R U2 R2 U2 R' U2 R' U2 R2 U' R U R U2 R U' R' U' R U2 R U  (23f) 
U' R2 U R' U R U' R2 U R2 U2 R U' R U' R2 U R' U' R U2 R U  (23f) 
U' R U R2 U R2 U R' U R' U R2 U' R U2 R U' R2 U' R U2 R U  (23f) 
U2 R' U' R2 U R2 U R' U2 R U' R2 U' R U' R' U R U' R U2 R U  (23f) 
U2 R' U' R' U' R U' R2 U' R U2 R' U R2 U R2 U R U' R U2 R U  (23f) 
U' R' U2 R' U2 R' U2 R U' R U R' U2 R' U' R' U' R' U2 R U2 R U  (23f) 
U R U R' U' R U' R2 U' R' U' R' U2 R U2 R U' R2 U2 R U2 R U  (23f) 
U2 R U R2 U' R' U' R U R' U' R U2 R U R U' R2 U2 R U2 R U  (23f) 
U' R' U' R' U' R2 U R2 U R' U2 R U' R' U R' U2 R U2 R U2 R U  (23f) 
U R' U2 R' U2 R U R U R U2 R U' R' U R' U2 R U2 R U2 R U  (23f) 
U' R' U R U2 R' U2 R U' R' U R' U' R U' R U R2 U R U2 R U  (23f) 
U R U R2 U R2 U2 R U2 R' U R2 U R U' R' U' R U R U2 R U  (23f) 
U' R' U R U' R U R U R' U' R' U R' U' R U' R' U' R' U R U  (23f) 
U R2 U R U R2 U' R' U' R2 U2 R' U' R U R U' R' U' R' U R U  (23f) 
U R' U R' U2 R' U' R' U R' U2 R2 U' R' U2 R2 U2 R' U' R' U R U  (23f) 
U R U2 R' U2 R U2 R2 U' R U' R2 U2 R2 U2 R' U R' U' R' U R U  (23f) 
U R' U R' U2 R2 U2 R' U' R2 U2 R' U2 R2 U' R' U' R2 U' R' U R U  (23f) 
U R U2 R U2 R2 U' R U2 R U2 R' U' R' U' R2 U' R U' R' U R U  (23f) 
U' R2 U2 R U2 R2 U R U R' U2 R' U R U' R U R' U2 R' U R U  (23f) 
U2 R2 U R U R2 U R' U2 R' U' R U R' U R U' R2 U2 R' U R U  (23f) 
U' R2 U2 R2 U R U' R U R' U' R U R U' R U2 R2 U2 R' U R U  (23f) 
U R2 U2 R U2 R2 U2 R U' R2 U2 R2 U R' U2 R' U' R U2 R' U R U  (23f) 
U2 R2 U2 R U2 R U' R U' R' U R' U2 R2 U2 R U' R U2 R' U R U  (23f) 
U' R U2 R' U2 R' U2 R' U2 R U' R' U2 R2 U R' U' R' U R' U R U  (23f) 
U R' U2 R U2 R U R' U' R' U R U2 R' U' R2 U' R' U R' U R U  (23f) 
U' R U' R' U2 R' U2 R U R' U R U2 R' U' R2 U' R' U R' U R U  (23f) 
U' R' U R' U' R U' R2 U2 R U' R U' R2 U' R' U R2 U R' U R U  (23f) 
U2 R2 U2 R' U2 R U' R U2 R' U R' U2 R2 U2 R U' R U R' U R U  (23f) 
U' R2 U' R U R U' R' U' R U' R' U R' U R U2 R U R' U R U  (23f) 
U R U' R2 U' R' U' R U2 R2 U' R' U' R U R' U' R' U' R2 U R U  (23f) 
U R' U2 R2 U2 R U' R U' R' U2 R' U R U2 R U2 R' U2 R2 U R U  (23f) 
U R2 U R' U2 R2 U' R2 U2 R' U R U R' U' R U' R2 U2 R2 U R U  (23f) 
U R2 U' R' U R U R' U2 R2 U' R2 U2 R' U R U' R2 U2 R2 U R U  (23f) 
U R2 U2 R U' R U' R' U R' U' R' U2 R2 U' R2 U R2 U2 R2 U R U  (23f) 
U R2 U2 R2 U' R' U' R' U R' U2 R' U' R2 U2 R' U' R U2 R2 U R U  (23f) 
U R U2 R U R U' R' U' R U R2 U R' U2 R U2 R2 U R2 U R U  (23f) 
U' R U2 R U' R2 U' R U2 R U' R2 U R' U R' U R2 U R2 U R U  (23f) 
U' R2 U' R2 U2 R2 U R U2 R2 U R2 U' R2 U R2 U' R U R2 U R U  (23f) 
U R2 U2 R2 U R U R U2 R2 U2 R2 U' R' U2 R' U' R' U' R U R U  (23f) 
U2 R U' R' U2 R U2 R' U' R' U2 R U2 R U' R U R2 U' R U R U  (23f) 
U' R' U' R' U' R U2 R' U2 R U R2 U R' U2 R' U R U' R U R U  (23f) 
U2 R2 U2 R U R' U R2 U R2 U' R' U' R2 U R2 U' R' U2 R U R U  (23f) 
U R' U R' U2 R' U R' U' R' U' R U2 R2 U2 R' U R2 U2 R U R U  (23f) 
U' R U' R' U' R U2 R2 U R U' R2 U' R U2 R U R2 U2 R U R U  (23f) 
U' R2 U2 R U R' U' R' U2 R2 U R' U' R' U' R2 U' R U2 R U R U  (23f) 
U R' U R U2 R2 U R2 U R U R' U2 R2 U2 R2 U' R U2 R U R U  (23f) 
U R' U R' U2 R' U2 R U2 R' U' R' U' R2 U R2 U' R U2 R U R U  (23f) 
U R2 U2 R' U2 R U2 R U' R2 U' R' U' R2 U R2 U' R U2 R U R U  (23f) 
U R' U R' U' R U' R2 U2 R2 U R' U' R' U' R U' R U2 R U R U  (23f) 
U R' U R U2 R2 U2 R2 U2 R2 U2 R' U R U R2 U2 R U2 R U R U  (23f) 
U R2 U' R2 U' R2 U2 R2 U' R U' R2 U2 R2 U R U2 R U2 R U R U  (23f) 
U' R2 U' R' U' R' U R U' R' U' R U2 R' U2 R' U R U2 R U R U  (23f) 
U R2 U R2 U' R' U2 R' U R2 U R' U' R U' R' U' R' U R U R U  (23f) 
U R U' R' U' R U R' U' R' U' R U' R U R U' R' U R U R U  (23f) 
U R' U' R' U R' U' R U2 R U' R2 U' R' U2 R U2 R' U R U R U  (23f) 
U R' U R U R' U R' U' R' U' R U R' U' R' U R' U R U R U  (23f) 
U R U R U R' U R' U' R' U R U R' U' R' U R' U R U R U  (23f) 
U2 R U R2 U R2 U2 R U' R2 U' R U R U' R2 U R' U R U R U  (23f) 
U R U' R' U' R U R U' R' U' R U' R U R U R' U R U R U  (23f) 
U R' U2 R' U2 R' U2 R U' R U R' U2 R U' R2 U' R2 U R U R U  (23f) 
U' R2 U' R2 U2 R2 U R' U2 R' U R U' R' U2 R' U2 R2 U R U R U  (23f) 
U' R' U R' U' R U' R2 U2 R U' R' U' R2 U' R U R2 U R U R U  (23f) 
U2 R' U' R U2 R2 U' R U' R' U R2 U R U R' U' R U R U R U  (23f) 
R U R U2 R2 U' R' U R2 U R2 U' R' U R' U' R' U' R' U' R' U' R'  (23f) 
R' U' R2 U R2 U R' U' R2 U2 R U R U R' U' R' U' R' U' R' U' R'  (23f) 
R' U' R2 U2 R U R U R U' R' U' R U2 R' U2 R' U' R' U' R' U' R'  (23f) 
R U R U' R2 U R2 U' R U R2 U2 R' U' R' U' R U' R' U' R' U' R'  (23f) 
R2 U R' U' R' U2 R' U2 R U2 R U2 R U' R2 U R U' R' U' R' U' R'  (23f) 
R2 U R' U2 R' U2 R' U2 R U2 R U R U' R2 U R U' R' U' R' U' R'  (23f) 
